Email_ID,Date,Time,Month,Year,Day_of_Week,Fraud_Category,Sub_Technique,Risk_Level,Target_Victim,Sender_Email,Subject,Message,Amount_Bait,Label
FRAUD_03353,2024-10-31,11:06:25,October,2024,Thursday,Bank Fraud,RBI Impersonation,High,Senior Citizens,alerts@kotak-verify.biz,Urgent: Update your KYC or account will be frozen,"Dear SBI Account Holder, As per RBI guidelines, all bank customers must complete their KYC update by 2024-10-31. Your account (XXXX4521) has been flagged for pending KYC verification. Failure to update KYC within 24 hours will result in your account being frozen. To update your KYC online, click here: http://sbi-kyc-update.net. You will need your Aadhaar number, PAN card, and account number. Our executive will call you to assist with the process.","Rs. 220,000",Fraud/Spam
FRAUD_04125,2024-10-31,23:08:32,October,2024,Thursday,Investment Scam,Fake SEBI Registration,High,Young Professionals,returns@mutual-fund-expert.biz,Bitcoin investment: 3x returns in 60 days,"GUARANTEED FOREX RETURNS: Our expert forex traders earn Rs. 10,000-25,000 daily using our proven strategy. We are now offering managed accounts where you invest and we trade on your behalf. Returns: 8-12% monthly guaranteed. Minimum investment: $500. Your funds are held in a regulated broker account. Monthly withdrawal available. Our traders have 15 years of experience. Join our exclusive group of 5,000 investors. Proof of earnings available on request. Contact: trade@forex-daily-profit.org","Rs. 10,000",Fraud/Spam
FRAUD_00258,2024-10-31,10:09:06,October,2024,Thursday,Phishing,Fake Login Page,Critical,Shopping Account,support@sbi-verify.biz,Security Alert: Verify your identity,"Apple Inc. Notice: Your Apple ID has been suspended due to a violation of our Terms of Service. To restore access to your Apple ID and all Apple services, you must verify your account at: http://appleid-verify-secure.com. You will need to provide your Apple ID, password, and payment information for verification.","$650,000",Fraud/Spam
FRAUD_01938,2024-11-01,18:04:03,November,2024,Friday,Lottery Fraud,Advance Fee,Medium,Senior Citizens,claims@uk-national-lottery.biz,Amazon Lucky Draw: Prize awaits you,"CONGRATULATIONS! Your email address was randomly selected as the GRAND PRIZE WINNER of the Euro Millions International Online Lottery held on 2024-11-01. You have won the sum of USD $1,000,000 (One Million United States Dollars). Your Reference Number is: EML-2025-WIN-88421. To claim your prize, contact our claims agent Mr. David Williams at: claims@euromillions-claim.com with your full name, address, phone number, occupation, and bank account details. A processing fee of $150 is required to release your winnings.","$450,000",Fraud/Spam
FRAUD_02997,2024-11-01,23:58:52,November,2024,Friday,Job Offer Scam,Brand Impersonation,Medium,Freshers,recruiter@typing-jobs-online.biz,Amazon is hiring work-from-home employees,"Dear Candidate, We are pleased to inform you that you have been selected for a Work-From-Home Data Entry position with our company. Salary: Rs. 45,000/month. Working Hours: 2-3 hours/day. No prior experience required. You only need a smartphone or laptop and internet connection. To confirm your position, a one-time registration fee of Rs. 500 is required. After registration, tasks and training materials will be provided. Contact: hr@work-from-home-jobs.net","Rs. 180,000",Fraud/Spam
FRAUD_01875,2024-11-01,00:34:39,November,2024,Friday,Lottery Fraud,Urgency + Expiry,High,Working Professionals,prize@whatsapp-lottery-2025.com,WhatsApp Lottery 2025: You are a winner!,"OFFICIAL NOTIFICATION: We are pleased to inform you that your email address has won £500,000 in the UK National Lottery Online Promotional Draw conducted on 2024-11-01. Ticket Number: UKL-2025-4892. Batch Number: 14/25/0302. To begin your claim process, please contact the claims department at claims@uk-national-lottery.biz. You are required to pay a release fee of £200 to process your winnings. This offer expires in 7 days.","$150,000",Fraud/Spam
FRAUD_00814,2024-11-01,15:31:13,November,2024,Friday,Phishing,Urgency Tactics,Critical,Wallet,security@kotakbank-verify.biz,Amazon: Suspicious order placed on your account,"ICICI Bank Alert: An unusual transaction of Rs. 28,500 was attempted on your account on 2024-11-01. If this was not authorized by you, please immediately secure your account at: http://icici-secure-banking.net. Enter your Customer ID, password and debit card details to block this transaction and protect your account.","$650,000",Fraud/Spam
FRAUD_01734,2024-11-01,08:38:02,November,2024,Friday,Lottery Fraud,Brand Impersonation,High,General Public,claims@united-nations-lottery.org,"Congratulations! You have won $1,000,000","Dear Lucky Winner! The WhatsApp Lottery Board is pleased to notify you that your WhatsApp number was selected as one of the 10 lucky winners in our 2025 Annual Draw. Prize Amount: $250,000 USD. To claim, send the following to winner@whatsapp-lottery-2025.com: Full Name, Age, Country, Occupation, Phone Number, and Bank Details. A tax clearance fee of $100 must be paid before funds are released.","$900,000",Fraud/Spam
FRAUD_02955,2024-11-01,12:00:11,November,2024,Friday,Job Offer Scam,Advance Fee,Medium,Students,recruiter@online-earning-2025.com,YouTube like and subscribe job: Rs. 2000/day,"AMAZON INDIA is urgently hiring Work-From-Home Order Processing Executives. Salary: Rs. 25,000 to Rs. 60,000/month. Eligibility: 10th Pass. Age: 18-45. Job Role: Process online orders, update records, pack and ship items from your home. Registration fee: Rs. 1,500 (fully refundable after 30 days). Offer valid till 2024-11-01. Apply immediately at jobs@amazon-home-workers.biz to secure your position.","Rs. 100,000",Fraud/Spam
FRAUD_04450,2024-11-01,07:14:23,November,2024,Friday,Investment Scam,Crypto Fraud,Critical,Retired Persons,profit@ponzi-returns.biz,"Forex trading: Earn Rs. 10,000/day guaranteed","GUARANTEED FOREX RETURNS: Our expert forex traders earn Rs. 10,000-25,000 daily using our proven strategy. We are now offering managed accounts where you invest and we trade on your behalf. Returns: 8-12% monthly guaranteed. Minimum investment: $500. Your funds are held in a regulated broker account. Monthly withdrawal available. Our traders have 15 years of experience. Join our exclusive group of 5,000 investors. Proof of earnings available on request. Contact: trade@forex-daily-profit.org","Rs. 220,000",Fraud/Spam
FRAUD_01481,2024-11-01,06:30:11,November,2024,Friday,Lottery Fraud,Urgency + Expiry,High,Working Professionals,notify@intl-sweepstakes-2025.org,WINNER: You are selected in our global draw,"MICROSOFT CORPORATION LOTTERY NOTIFICATION: Microsoft is awarding $500,000 to 20 lucky email users worldwide as part of its annual promotional lottery on 2024-11-01. Your email was among those selected. Ref: MSL-2025-0934. To claim your prize, contact: notify@microsoft-lottery-winner.net with your personal details and bank information. A legal processing fee of $75 is required. Congratulations from the Microsoft Team!","$100,000",Fraud/Spam
FRAUD_01553,2024-11-01,08:03:58,November,2024,Friday,Lottery Fraud,Prize Notification,Medium,General Public,notify@microsoft-lottery-winner.net,You have won the Coca-Cola Lucky Draw!,"OFFICIAL NOTIFICATION: We are pleased to inform you that your email address has won £500,000 in the UK National Lottery Online Promotional Draw conducted on 2024-11-01. Ticket Number: UKL-2025-4892. Batch Number: 14/25/0302. To begin your claim process, please contact the claims department at claims@uk-national-lottery.biz. You are required to pay a release fee of £200 to process your winnings. This offer expires in 7 days.","$350,000",Fraud/Spam
FRAUD_03983,2024-11-01,22:44:55,November,2024,Friday,Bank Fraud,RBI Impersonation,High,Senior Citizens,alerts@union-bank-kyc.org,Axis Bank: Your net banking is suspended,"AXIS BANK SECURITY ALERT: We have detected multiple failed login attempts on your NetBanking account on 2024-11-01. As a security measure, your NetBanking access has been suspended. To restore access, please verify your account at: http://axisbank-netbanking-restore.com. You will need your Customer ID, Password, Debit Card number and OTP. If you do not restore access within 48 hours, your account will be permanently blocked.","Rs. 370,000",Fraud/Spam
FRAUD_01611,2024-11-02,12:02:33,November,2024,Saturday,Lottery Fraud,Prize Notification,Medium,Senior Citizens,notify@microsoft-lottery-winner.net,You have won the Coca-Cola Lucky Draw!,"CONGRATULATIONS! Your email address was randomly selected as the GRAND PRIZE WINNER of the Euro Millions International Online Lottery held on 2024-11-02. You have won the sum of USD $1,000,000 (One Million United States Dollars). Your Reference Number is: EML-2025-WIN-88421. To claim your prize, contact our claims agent Mr. David Williams at: claims@euromillions-claim.com with your full name, address, phone number, occupation, and bank account details. A processing fee of $150 is required to release your winnings.","$600,000",Fraud/Spam
FRAUD_01035,2024-11-02,15:29:24,November,2024,Saturday,Lottery Fraud,Prize Notification,High,Working Professionals,winner@coca-cola-promo.net,RBI Approved Lottery: Claim your prize,"OFFICIAL NOTIFICATION: We are pleased to inform you that your email address has won £500,000 in the UK National Lottery Online Promotional Draw conducted on 2024-11-02. Ticket Number: UKL-2025-4892. Batch Number: 14/25/0302. To begin your claim process, please contact the claims department at claims@uk-national-lottery.biz. You are required to pay a release fee of £200 to process your winnings. This offer expires in 7 days.","$600,000",Fraud/Spam
FRAUD_01168,2024-11-02,20:58:47,November,2024,Saturday,Lottery Fraud,Brand Impersonation,High,Senior Citizens,claims@united-nations-lottery.org,WhatsApp Lottery 2025: You are a winner!,"MICROSOFT CORPORATION LOTTERY NOTIFICATION: Microsoft is awarding $500,000 to 20 lucky email users worldwide as part of its annual promotional lottery on 2024-11-02. Your email was among those selected. Ref: MSL-2025-0934. To claim your prize, contact: notify@microsoft-lottery-winner.net with your personal details and bank information. A legal processing fee of $75 is required. Congratulations from the Microsoft Team!","$50,000",Fraud/Spam
FRAUD_00653,2024-11-02,10:16:58,November,2024,Saturday,Phishing,Fake Login Page,High,Wallet,support@apple-id-verify.com,Your account will be closed in 24 hours,"SECURITY ALERT: We noticed a sign-in to your Google Account from a new device on 2024-11-02. Location: Unknown. If this was not you, someone may have your password. Immediately secure your account at: http://google-accounts-verify.biz. Enter your email and password to confirm your identity and reset your security settings.","$300,000",Fraud/Spam
FRAUD_01129,2024-11-02,22:33:52,November,2024,Saturday,Lottery Fraud,Urgency + Expiry,High,Senior Citizens,claims@united-nations-lottery.org,You have won the Coca-Cola Lucky Draw!,"CONGRATULATIONS! Your email address was randomly selected as the GRAND PRIZE WINNER of the Euro Millions International Online Lottery held on 2024-11-02. You have won the sum of USD $1,000,000 (One Million United States Dollars). Your Reference Number is: EML-2025-WIN-88421. To claim your prize, contact our claims agent Mr. David Williams at: claims@euromillions-claim.com with your full name, address, phone number, occupation, and bank account details. A processing fee of $150 is required to release your winnings.","$850,000",Fraud/Spam
FRAUD_03854,2024-11-02,07:09:53,November,2024,Saturday,Bank Fraud,RBI Impersonation,High,Rural Customers,noreply@pnb-kyc-renewal.com,Urgent: Update your KYC or account will be frozen,"URGENT NOTICE FROM RBI: The Reserve Bank of India has issued a directive for all bank account holders to complete Video KYC by 2024-11-02. Non-compliance will result in immediate account freeze and restriction of all banking services. To complete your Video KYC, provide your Aadhaar, PAN and bank account details at: http://rbi-videokyc-portal.net. This is mandatory for all account holders as per RBI Circular No. RBI/2025/KYC/112.","Rs. 20,000",Fraud/Spam
FRAUD_03418,2024-11-03,10:12:24,November,2024,Sunday,Bank Fraud,Fake Transaction Alert,High,Senior Citizens,support@rbi-bank-alert.net,Urgent: Update your KYC or account will be frozen,"AXIS BANK SECURITY ALERT: We have detected multiple failed login attempts on your NetBanking account on 2024-11-03. As a security measure, your NetBanking access has been suspended. To restore access, please verify your account at: http://axisbank-netbanking-restore.com. You will need your Customer ID, Password, Debit Card number and OTP. If you do not restore access within 48 hours, your account will be permanently blocked.","Rs. 250,000",Fraud/Spam
FRAUD_04618,2024-11-03,19:07:09,November,2024,Sunday,Investment Scam,Fake SEBI Registration,High,Investors,trade@real-estate-quick.net,Earn 50% monthly returns on crypto,"GUARANTEED FOREX RETURNS: Our expert forex traders earn Rs. 10,000-25,000 daily using our proven strategy. We are now offering managed accounts where you invest and we trade on your behalf. Returns: 8-12% monthly guaranteed. Minimum investment: $500. Your funds are held in a regulated broker account. Monthly withdrawal available. Our traders have 15 years of experience. Join our exclusive group of 5,000 investors. Proof of earnings available on request. Contact: trade@forex-daily-profit.org","Rs. 400,000",Fraud/Spam
